customer_unique_id,payment_type,total_payment_installments,total_payment_value,geolocation_lat,geolocation_lng,total_payment_sequential
4b3496d4740f8929ba830bb965b82891,credit_card,16.0,167.37,-21.315,-49.0554,1.0
4b3ee9aa32764c972f18487821f0e0d6,credit_card,1.0,36.28,-21.7319,-43.3595,1.0
4b404f23b74d3e9972bcf67bf2fef391,credit_card,10.0,192.44,-21.7892,-43.3468,1.0
4b537662be4b91f0ce4e81feebcfa508,credit_card,2.0,198.13,-19.9382,-43.9923,1.0
4b53ef99e7053c7a88356cd25d336283,credit_card,5.0,56.43,-21.5543,-47.7019,1.0
4b57a7d0dc718eeb5ceb5d75f46e2f76,credit_card,1.0,54.0,-22.9346,-43.3758,1.0
4b5c44f9e8ad44c7c8fc39b63af4f7e9,credit_card,2.0,51.75,-22.8963,-49.6242,1.0
4b5d6446476ed8625ccd4e5db7a04aa6,credit_card,1.0,54.1,-28.3049,-54.2649,1.0
4b66c0726b75991c1ea3791913367fc7,boleto,1.0,69.33,-23.693,-46.6722,1.0
4b68a418fb851e4284dc5aa94d6d88a8,boleto,1.0,155.73,-23.5239,-47.2566,1.0
4b71d99501b75f685e69d6120790bc7b,credit_card,1.0,66.22,-23.463,-46.8726,1.0
4b758691b67ec259ad016bfe2525f23d,credit_card,10.0,297.02,-21.8743,-51.845,1.0
4b8096486405b8edbf0af122f4cfd283,credit_card,1.0,27.4,-23.4441,-46.4675,1.0
4b965241223cf895ed3d54fa345609cd,credit_card,1.0,90.88,-20.5099,-43.8617,1.0
4b99bc966b8a9c4975ad78e20d619f1c,credit_card,2.0,308.45,-15.738,-47.8657,1.0
4badd97df3e4ad6d64508b5c25d4dca9,credit_card,4.0,47.04,-1.3188,-48.4393,1.0
4bb925bfb1558d90c97618fc1d083e0e,credit_card,1.0,43.88,-23.5384,-46.808,1.0
4bd44500afbcc94d03fdcbf6966f5437,credit_card,2.0,62.91,-20.4164,-49.985,1.0
4bdd6c2e39de4e9ce960ea90eea5ced2,credit_card,4.0,99.25,-16.2878,-48.9567,1.0
4be7adfef8293d4e7dff59a8ddc70e32,credit_card,2.0,314.43,-23.5963,-46.4855,1.0
4bf871ccedd5206ac4c85b681a6d12c4,credit_card,1.0,114.44,-25.4563,-49.265,1.0
4bfa4d7aa92479c0e94afd88950a6b05,credit_card,10.0,285.91,-8.9733,-39.8851,1.0
4bfaeedb62dbbe744e6895e44cca512d,credit_card,1.0,94.35,-22.3918,-47.5485,1.0
4c0f0a5976d6efa115e8f198175ebbb2,credit_card,1.0,46.39,-23.6197,-46.6733,1.0
4c1f2c9958f38cb98a3913c8cb84fc0f,boleto,1.0,55.09,-23.6086,-46.6587,1.0
4c3a186e612effb1e9bc13a60fe5f384,credit_card,2.0,105.16,-23.4913,-46.629,1.0
4c4446c628c278bdd121aa0d5aaa147f,credit_card,3.0,118.82,-23.5024,-46.8135,1.0
4c4ad50dc5120e2a16f2a1ccc2639755,credit_card,4.0,124.82,0.0557,-51.0616,1.0
4c4c121132c4347c450f800177cc47b3,boleto,1.0,130.75,-24.0867,-54.2512,1.0
4c5efb02f28e7a026e18a6612160fdff,credit_card,1.0,81.81,-12.9445,-38.3656,1.0
4c93744516667ad3b8f1fb645a3116a4,debit_card,1.0,282.21,-26.471,-49.1157,1.0
4c98acf07dd1a80055327935d55da01a,credit_card,3.0,123.77,-21.2525,-47.8179,1.0
4c98f17933ed33ed598bd7b3b904e8f0,credit_card,1.0,82.12,-23.5978,-46.684,1.0
4ca5f90433afb5493247f0bafb583483,credit_card,9.0,95.67,-15.6168,-47.6471,1.0
4ca7e7ff2c43abe13ebf78f081aca476,credit_card,1.0,36.72,-23.6453,-46.669,1.0
4cb76d1349b08996d5da6bf577d6645c,credit_card,2.0,143.55,-23.5044,-46.6266,1.0
4cbb476250963d1e4f10b0a7b43f5c1a,credit_card,4.0,46.29,-22.3366,-42.4622,1.0
4cc8b430fff10e622c5e5c967654ed9f,credit_card,2.0,179.6,-19.8452,-43.9417,1.0
4cc9ff939d479ce01e8659badaa52835,credit_card,1.0,23.39,-23.4052,-46.4455,1.0
4cd1a7f6c61d7ef23f654bcc8d6476f1,credit_card,1.0,56.92,-22.745,-43.4391,1.0
4ce0576b07cb50460ec8226b4efae247,credit_card,3.0,129.22,-22.9669,-43.1879,1.0
4ce627d55383d1d22fb03e7555cbdc50,credit_card,1.0,89.17,-23.542,-46.4848,1.0
4cee4a02eb33c498d0ad31ff0e7f32f1,boleto,1.0,59.12,-23.0055,-44.3285,1.0
4cef8a50e24bb55a825cabc8d15c04d1,credit_card,6.0,188.2,-23.013,-43.4655,1.0
4cefc4211f33330a289bde2d319582d7,boleto,1.0,59.09,-23.9952,-46.2597,1.0
4cf1d62c5636672300ac7c90feff2e4d,credit_card,8.0,238.81,-22.2203,-45.9378,1.0
4cf99af42514c38494ad6fb86946203f,credit_card,2.0,29.05,-23.5001,-46.4346,1.0
4cfa5155cf7cff8eb15e0b12041d058e,voucher,1.0,148.7,-23.6589,-46.7079,1.0
4cfea1c0d66ed41b769d78040e59fa73,credit_card,1.0,34.28,-21.1726,-43.0219,1.0
4cff9cc9f17fc2d6592b2642f8a2be2b,credit_card,1.0,3.7,-20.4299,-54.6231,1.0
4d024a9c22e0d1232091ee9915499719,boleto,1.0,252.61,-21.541,-49.8569,1.0
4d08ce189da9a10f9fd5e90918de54e0,boleto,1.0,180.51,-23.5528,-46.6532,1.0
4d0a36655fd8b23418624efafef982c3,boleto,1.0,131.57,-19.782,-43.9185,1.0
4d12b3cc55610f15453c5094c8d05839,credit_card,1.0,31.85,-21.1936,-47.8152,1.0
4d29f94e4287a63b106004d2ef1dda07,boleto,1.0,222.9,-21.6208,-49.0749,1.0
4d2ea1640c539a0b2735d29f11a6e409,credit_card,4.0,285.26,-22.9975,-47.5057,1.0
4d368ce095c2154a17dd6063e295f405,boleto,1.0,152.32,-16.7145,-49.2811,1.0
4d47128791c08d094b63752d2c9e2069,credit_card,3.0,61.78,-23.639,-46.5569,1.0
4d480d22f83c8e2cad2ff13760b1d669,credit_card,2.0,156.6,-29.6558,-51.1718,1.0
4d49ed305390ff5ecd6ead3bfbdbd6b2,credit_card,1.0,58.46,-23.3888,-48.7344,1.0
4d4c322f24e2e73249d9b0d21cf4e1fb,credit_card,1.0,40.0,-16.745,-49.2981,1.0
4d50764ac486be215e204a03f2ab11c8,credit_card,2.0,157.13,-22.8687,-43.7801,1.0
4d5c2d0ec0b2be15bfc635ed1dfd483a,credit_card,2.0,112.43,-16.1643,-42.2933,1.0
4d5db20ccc7f8a5f045b475d9fc6d8ec,boleto,1.0,151.37,-22.074,-48.7403,1.0
4d5f2027ca837174818edf86ff3fad68,credit_card,1.0,50.87,-23.6827,-46.5987,1.0
4d64a7f813df8b820c2c0f2f6ed439d2,boleto,1.0,76.76,-18.9132,-48.2782,1.0
4d66a989c3b48ccc474bf0b8c0fee918,credit_card,4.0,63.23,-23.6241,-46.5149,1.0
4d679de4b206350c05fcd2591f162bcb,credit_card,1.0,39.56,-22.6658,-45.0091,1.0
4d7a71c1251e692c6d3105785e04badd,credit_card,2.0,168.53,-23.0733,-47.2101,1.0
4d8ce0143c13bb4202d12caff6fa13be,credit_card,2.0,54.62,-23.5434,-46.7525,1.0
4d98a16aebfef3772cc4d547bcae8761,credit_card,4.0,127.53,-28.4871,-49.0092,1.0
4d9deef78d8ce98fac506b32b9021ce5,credit_card,7.0,148.06,-23.4248,-51.4337,1.0
4d9f13fb85d5648e4c06dd230962e6a6,credit_card,1.0,121.09,-20.8508,-41.1058,1.0
4da44a87db9dbe7886446eadba5eec85,boleto,1.0,164.35,-23.0822,-47.2034,1.0
4da8e8c3c00a1a2015e0521646d370b3,credit_card,1.0,86.15,-23.2027,-47.2959,1.0
4dbc9e60ee79f8547f8a3fe7f3d02fd1,credit_card,10.0,114.9,-18.5431,-40.985,1.0
4dc1ee083d58f95951fe4c9dbb489449,credit_card,2.0,162.14,-22.8664,-43.2716,1.0
4dc9a31810dcf9229c561637625c43a4,credit_card,5.0,56.5,-15.843,-48.0084,1.0
4dd12fd555c1b5fd9ce1566838ccb99c,credit_card,2.0,44.59,-22.9784,-43.2377,1.0
4dd2c55d661c0e60da820acc5429fa99,credit_card,2.0,151.51,-23.575,-46.6889,1.0
4dd562dfac61a63996ddff382ff77e96,credit_card,3.0,138.66,-23.5101,-46.7874,1.0
4dd8d206e8dd7c0683c08529df9b12a2,credit_card,1.0,357.75,-23.5289,-46.6664,1.0
4de1b6eea8416cafb949c76257effa1a,credit_card,1.0,76.21,-27.6077,-48.581,1.0
4df563d2cba2f59d97f537568e25d85a,credit_card,2.0,113.15,-23.5321,-46.3704,1.0
4e1018039b1b082ea4ce45cc2abad09d,credit_card,2.0,86.02,-23.3245,-46.7472,1.0
4e11a713ef5224c1b4e2409ed9a05e15,boleto,1.0,60.88,-23.6712,-46.4912,1.0
4e12422635d70f004d852b15b3614751,boleto,1.0,255.38,-23.5987,-46.574,1.0
4e1b18809b98d358415a6aa0e4a8b84b,credit_card,1.0,171.69,-23.4985,-46.8505,1.0
4e1be68fdb65f1ffe1cb79ce38da2a84,credit_card,2.0,49.45,-23.4696,-46.5374,1.0
4e1ce788c3955bb1da32a51ab6d80c66,credit_card,1.0,86.14,-23.5118,-46.5058,1.0
4e30e4d5a00ff20c1e9b7d3629304e30,credit_card,4.0,241.8,-23.556,-46.6533,1.0
4e40f88729018a8129193dc0223912d4,credit_card,5.0,387.41,-15.5805,-56.1143,1.0
4e47bd8c23d0b40991dac14bd3f21da3,credit_card,4.0,223.19,-22.1597,-42.4169,1.0
4e4de35a1e624240bb9af88f7ac8b175,credit_card,2.0,81.89,-23.5215,-46.4665,1.0
4e50136e8b584a0778f12acd53b590bd,credit_card,3.0,73.77,-15.8031,-47.897,1.0
4e51fe41912be91deba264ef9b453a34,credit_card,4.0,190.33,-19.7402,-47.9248,1.0
4e524b55800ba1e9a52ffc54e9cc7882,credit_card,1.0,64.09,-23.5934,-46.6392,1.0
4e5709d7ccc38b314871a3a92171bff0,credit_card,2.0,203.34,-22.1936,-47.4047,1.0
4e5a8ad9d7b11ec3e721a9284869d4a2,credit_card,1.0,43.29,-23.5594,-46.5914,1.0
4e6287bf278552d6c71f5c881b7747f8,credit_card,2.0,31.29,-22.8631,-47.15,1.0
4e645a53f570db099324b8427b360c60,boleto,1.0,288.23,-12.4191,-41.7721,1.0
4e6796ce9e6321fce87648e8bbdd520b,credit_card,1.0,82.88,-18.9084,-40.0759,1.0
4e6bd8dd433011c38cd3b70b0677f9b9,credit_card,6.0,93.44,-12.9372,-38.4373,3.0
4e6e8f49ac335548b54d362e353f4246,credit_card,9.0,117.85,-20.7602,-41.5352,1.0
4e708abd2bbe64141eb87cd25119de2d,credit_card,2.0,119.25,-23.6672,-46.5593,1.0
4e78d9253ba5cc1d990eb09ea45a3a2c,credit_card,3.0,38.48,-16.7276,-43.8861,1.0
4e7930aeed576fe7517a9964de0e1a69,credit_card,4.0,162.89,-19.9738,-43.9726,1.0
4e7d084161eec682220d0adeec4eec8f,boleto,1.0,120.0,-25.4418,-49.3111,1.0
4e81738c53901b2951b9c119ad918583,credit_card,7.0,271.69,-15.7952,-48.1064,1.0
4e8a8a7ae3d820b060718c815d2ebcdb,credit_card,3.0,203.42,-22.7317,-43.349,1.0
4e96e7e01faa4e1f7f5079fc62ec8454,boleto,1.0,107.36,-23.4406,-46.7924,1.0
4e9a52af54abfaa35bcaf6bca581fd04,credit_card,2.0,145.66,-23.6717,-52.6088,1.0
4e9fd752a2a86aa404f4cc3d119ab5fc,credit_card,1.0,116.84,-14.7871,-39.2839,1.0
4ea58d1f2aee1ec5c2031edb8f39f758,boleto,1.0,112.92,-18.8613,-41.9658,1.0
4ea8a44dd97886a1e97c0237cb93be6f,credit_card,1.0,100.6,-3.7439,-38.5276,1.0
4ea8b230f8a3483ba563358b381d641f,credit_card,8.0,237.01,-12.9404,-38.4033,1.0
4eaec6309616b293afa6b7020dbb338d,credit_card,1.0,50.87,-23.2095,-47.3092,1.0
4eb57395b615d5f5b1b67d08e3e3eea0,credit_card,10.0,1039.74,-23.6623,-46.4217,1.0
4ecd475fa895384081540b4322e94b65,credit_card,1.0,135.0,-22.9168,-43.2316,1.0
4ee4abbc3054d7f0b3f4acdaf74073e7,boleto,1.0,128.26,-22.9628,-43.4012,1.0
4eeae7ccebb40eeb5bb8d5323485f300,credit_card,7.0,567.22,-20.6558,-43.7779,1.0
4eefc16c8a133545b36aa7f6e9be52ea,credit_card,1.0,415.75,-19.6365,-43.8997,1.0
4ef160d0614da965cc0737ab753c006d,credit_card,2.0,78.2,-23.4283,-51.9583,1.0
4ef2ccedd8de7aa9cf461df28951e832,credit_card,2.0,174.99,-22.9131,-43.6536,1.0
4ef6c02126b21225e011b242f9f79c6f,credit_card,1.0,73.48,-20.8191,-49.379,1.0
4ef75acb45330a4164b7d732c1dfc798,credit_card,1.0,11.33,-7.9647,-34.8399,1.0
4efe6cb02c413573c28f3cc7789fd5dc,credit_card,1.0,45.25,-23.6319,-46.7038,1.0
4f02b75a811ac1a5f25dc88116d0c79d,credit_card,3.0,116.84,-27.0045,-51.1525,1.0
4f054c08fec137f4985d1b5d12141764,credit_card,1.0,64.13,-22.4869,-44.0792,1.0
4f086d10e3ddefc320ad90150536716c,debit_card,1.0,134.91,-23.5289,-46.1717,1.0
4f0e70998b3d9a87900e2fa56e87ddae,credit_card,1.0,100.51,-8.1596,-34.9352,1.0
4f19b9967c3e5b5e63dceb94b5bb2223,credit_card,4.0,68.13,-25.5666,-49.2908,1.0
4f1f172447398e6f53beb39deede3041,credit_card,2.0,227.62,-23.2338,-45.9025,1.0
4f262a3ca91e56d568fd13240c3c3652,credit_card,3.0,42.59,-24.1827,-46.8018,1.0
4f26b12d535556bbf0f6b04e2216c35c,boleto,1.0,25.0,-19.9261,-43.9662,1.0
4f2a148357ff98616baeec0328f95502,credit_card,4.0,317.48,-21.4053,-48.5045,1.0
4f2aaa36996969aa483891d275816f43,boleto,1.0,116.84,-23.4095,-50.3579,1.0
4f2b4b7491897026b7b5d1d69c28e565,credit_card,1.0,61.79,-22.015,-47.8902,1.0
4f37f28526c2b7574b3d267adbfc8555,credit_card,2.0,164.54,-26.0955,-49.7882,1.0
4f40329a8c4e7ef4d82dfab034dab009,credit_card,1.0,146.96,-15.8449,-48.0187,1.0
4f4061658a12c907deabcbfd79715788,credit_card,4.0,87.52,-23.7683,-46.6739,1.0
4f42c1f9500147ce3ec31983e207f52f,boleto,1.0,133.35,-23.5539,-46.3069,1.0
4f43c0c423501c277165c4a8b756a354,credit_card,4.0,152.47,-23.4311,-51.9182,1.0
4f441f2bc81c8bd57782ad39f5c2018f,boleto,1.0,80.11,-23.4925,-46.6996,1.0
4f4859b05144e62da7882ba8d9dd92fd,credit_card,5.0,50.0,-20.1881,-40.2417,1.0
4f4943d1a8ac2c4a65d4fba25ee8c0bb,credit_card,3.0,37.87,-23.2013,-46.8878,1.0
4f4af6b524ee11b36c534b23dd8f2205,credit_card,1.0,6.8,-23.5747,-46.5162,1.0
4f5dc7d759b71c6fa79c3022e2235cc5,credit_card,1.0,34.22,-29.8956,-50.2557,1.0
4f60e4ed8104dedbd1aeedad9d9fd5dc,credit_card,2.0,43.53,-8.0315,-34.9387,1.0
4f6a7001c460eceedd0c2fc8b792bdd1,credit_card,1.0,8.12,-1.4286,-48.4494,1.0
4f70a0b58b600a5447fc39a68aebb260,credit_card,1.0,140.12,-20.2527,-42.0406,1.0
4f7cb249dc169b729d2fdaa264d1ed43,credit_card,1.0,71.82,-21.1966,-50.4425,1.0
4f83c83b7ff5b544a8c75dcb8ad66e2e,credit_card,1.0,31.71,-23.6694,-46.745,1.0
4f916ba67d94ea608ff6915700595b49,credit_card,1.0,208.14,-29.7537,-51.0485,1.0
4f9a5bc62210556567852fb857dbb12b,boleto,1.0,95.67,-20.6672,-42.5211,1.0
4fa93ce17fd5c9868466a49cc823188e,boleto,1.0,33.81,-23.5099,-46.6653,1.0
4fc3b2dd77ab8ef16acc3d3a7638be60,credit_card,1.0,638.51,-1.4485,-48.4754,1.0
4fcf7b9d6a54ded837b9a0ff601bf7ef,credit_card,2.0,176.375,-15.8156,-47.8552,1.0
4fd7d0d9e5e8464850e742450f79ac36,boleto,1.0,193.01,-15.764,-47.8927,1.0
4febcf117fb1744228c5c3fb7e2a1c76,credit_card,1.0,209.59,-26.9927,-48.6322,1.0
4ff45cad7cc2f8aeb3b81edd8a269ca2,boleto,1.0,129.38,-1.4544,-48.4878,1.0
4ff80d3874e8499842e1672707540a73,credit_card,3.0,48.69,-20.5389,-47.4014,1.0
5006b8b9d213d9e9bdba308daff79b83,credit_card,10.0,166.83,-20.4438,-54.6091,1.0
500870335d75f1d998bc4dd9238e04bc,credit_card,6.0,459.12,-8.0499,-34.9008,1.0
500e7eb862f666f1b2d9072ae9678e69,credit_card,1.0,176.08,-23.4962,-46.6228,1.0
50160b006ccda0a52d2cb6e170251a0b,credit_card,2.0,119.02,-23.5873,-46.6792,1.0
50183810b50da8c880c4bd4d5b709694,boleto,1.0,53.88,-23.2027,-47.2959,1.0
501a8a414f0ae0164f0da2974541b2b9,boleto,1.0,26.77,-23.6374,-46.5281,1.0
5024dc7850ba072734b2c559e377bcff,credit_card,2.0,90.88,-18.9892,-49.452,1.0
503279f30dccc77b5d832f20bd485393,boleto,1.0,120.445,-22.9373,-43.1769,1.0
5033efbf8c4c2ca17bcb3a2fe3b5b9db,credit_card,8.0,199.14,-23.6023,-46.756,1.0
503abf8fed84906d87de8b70d24d21a3,credit_card,5.0,360.17,-22.1082,-51.4319,1.0
5045665ac643e3b7da283dbce3155942,credit_card,10.0,413.34,-21.866,-47.4781,1.0
5048e402eee7fe83e8335264b693954a,credit_card,10.0,123.89,-22.9133,-43.5904,1.0
50500aaa111638b51c4c729d7a35794f,credit_card,1.0,315.18,-27.0781,-52.6157,1.0
506e94fec27ed5c2fc40414df46bd32b,voucher,2.0,83.22999999999999,-26.3019,-48.8484,3.0
507e84b160e854dd263c6ae6fafadce0,credit_card,10.0,214.17,-12.8941,-38.4211,1.0
507feb960058acbf7bb1a961d3bce079,boleto,1.0,92.81,-1.4344,-48.4664,1.0
5081a85d300ef9753d10f6d48f41c626,credit_card,3.0,181.58,-23.5996,-46.7307,1.0
50897acc647f0a1abf484de847912a48,boleto,1.0,40.01,-27.6564,-48.6658,1.0
509223d253274abd4bf06f3ce46d9a18,credit_card,3.0,91.74,-8.2967,-35.9734,1.0
5097528b417fe105b207979d2bdc036a,debit_card,1.0,42.9,-23.492,-46.3801,1.0
5098a0313c0a6e4566a3d17151d54ebc,credit_card,1.0,157.54,-19.8148,-43.8673,1.0
50b09c61ddb88b40e50385f79f6a3eac,credit_card,1.0,69.31,-21.2506,-45.5063,1.0
50b140562cdc4f4d23ec2bfc37c2d7c5,credit_card,8.0,157.36,-3.7484,-38.5101,1.0
50b41f655320311f2703f3eab37d6ceb,credit_card,1.0,83.87,-25.4058,-49.2526,1.0
50bea7168a8493efd89819c4847799d0,credit_card,1.0,75.17,-16.8155,-49.2345,1.0
50c690eaff7825e528b39af41e197797,credit_card,1.0,49.39,-23.4213,-46.4308,1.0
50cd97d731f3f5e3f321673c2671a23d,boleto,1.0,110.19,-23.5473,-46.2337,1.0
50cd97d731f3f5e3f321673c2671a23d,credit_card,6.0,153.1,-23.5473,-46.2337,1.0
50d59756373a395d180aa6414fcb99c2,credit_card,3.0,39.59,-25.4723,-49.539,1.0
50d90faed8456bd0f684c1df9b6ebdc9,credit_card,2.0,198.13,-19.9255,-44.0857,1.0
50f6877bbe14e89c1727bfd22ff3775e,credit_card,1.0,41.55,-22.9006,-43.1271,1.0
510000d1f73f28ac187c8038a328cc84,credit_card,6.0,128.83,-22.818,-47.2411,1.0
5109d909e508ec0e7dc0c3a148397ff3,credit_card,4.0,40.1,-20.4668,-44.3379,1.0
510b65119e1c7e25ca4043e8fd17e17c,credit_card,1.0,42.18,-12.7019,-38.3243,1.0
512088ab9401e9c88db7e133824cc835,credit_card,10.0,844.64,-9.4311,-38.2174,1.0
5124118c33c58bf9815e57469aeca824,credit_card,1.0,261.71,-22.9784,-43.2377,1.0
512b7b717b8a1bc7ba5c8dec58f9d66e,boleto,1.0,37.6,-23.6374,-46.5281,1.0
51311827da3ef5b5814be3d4e7e7e1ba,credit_card,1.0,38.0,-23.6887,-46.7926,1.0
51372d3b504e405b6fd5f94b0bb362c7,credit_card,8.0,81.76,-15.6141,-56.1272,1.0
51378a8908cdc12c6545fdf842383c97,credit_card,2.0,443.86,-23.4923,-46.6118,1.0
513c65ee62da825036ba50177279b68d,credit_card,10.0,410.91,-22.5643,-44.1619,1.0
51428d4e7334a1f420c6a72dd124388e,credit_card,1.0,61.79,-19.9521,-44.0449,1.0
514663a4e38474dff6d557ff463f67fb,credit_card,2.0,171.81,-22.8694,-43.5566,1.0
515ad1425968b763973d8cf75590d580,boleto,1.0,122.5,-19.9466,-43.9285,1.0
5160058b57efff8f20148fd4b3a89184,boleto,1.0,47.68,-23.5528,-46.4019,1.0
5161496006176d32620f5443fd1bcf8b,credit_card,2.0,22.29,-23.5555,-46.6585,1.0
516272105acd95d7c7a902edd496312e,credit_card,2.0,36.85,-23.7252,-46.582,1.0
51888dc2073cdc153ece50f699ab8ec7,credit_card,2.0,23.27,-23.6192,-46.774,1.0
518ba2b79dbb0b9d77858fd1233c0687,boleto,1.0,96.19,-28.0387,-48.6315,1.0
518e3cd9ee4c8b1fa38a86815c1141ce,credit_card,1.0,122.18,-3.8053,-38.524,1.0
51a7e650cdc4c26aadc7708c1cb656e2,boleto,1.0,217.09,-23.5283,-46.3204,1.0
51b7582a0c301b12db30713f39a23530,credit_card,2.0,47.6,-17.9309,-44.9566,1.0
51d11e5abc725531b3a2fd56456885fa,credit_card,5.0,208.88,-23.5657,-46.5504,1.0
51d2d07d1ee1e2987dbbcc9a38a12980,boleto,1.0,138.02,-23.504,-46.6651,1.0
51d3d5423e89bdef188c9b6014773577,credit_card,1.0,34.23,-19.4537,-42.5439,1.0
51e6db311b3cfbfd9b1f398dfe34c4ca,credit_card,2.0,113.14,-23.5896,-46.4831,1.0
51ec3bc37c5f58ab949936efb7ec029f,credit_card,2.0,202.76,-15.7844,-47.917,1.0
51fed7c5898cdadba813f39d26ee8979,credit_card,1.0,75.07,-23.5675,-46.587,1.0
52073a48dbde224bc02e3392ccd262c4,boleto,1.0,68.35,-25.4993,-52.5249,1.0
521490319db30a0671a5e45515f92ce4,credit_card,2.0,133.34,-16.3276,-48.9286,1.0
5221426e476019d482465b4319d8e8b6,credit_card,2.0,99.27,-23.5108,-46.5939,1.0
522ef8ad0019e5178abb2cddd150ac5d,boleto,1.0,400.68,-17.3408,-44.9335,1.0
5230161ef1611d935cce981477eece1b,boleto,1.0,133.86,-23.562,-46.6596,1.0
52343fcfb4c1fbb0f91f9752d850d5fc,credit_card,4.0,172.55,-23.5189,-46.4461,3.0
5243d15988ba986bcf948d51c18f7d83,credit_card,1.0,183.33,-28.4871,-49.0092,1.0
5266556b235c3b32e552a885b898fde0,credit_card,1.0,271.86,-23.1854,-52.2042,1.0
5273e94e60f4040f2bac5015e351c2dd,credit_card,1.0,64.0,-24.0104,-46.4063,1.0
5278bf2d20b2a0ab7ff1fb465fde32b2,credit_card,1.0,150.6,-22.7457,-43.4439,1.0
5287bb98e3da27fddfa3c3b13993f04f,debit_card,1.0,72.18,-22.4074,-41.8396,1.0
528f52f67842f571a75bbfad503fe198,boleto,1.0,32.28,-22.4862,-48.5596,1.0
52914ebb4f40f175b5f0627d0559e995,boleto,1.0,141.82,-23.5936,-46.6702,1.0
5298137927f0af96148a4f2e05f4e419,credit_card,1.0,10.17,-21.9732,-46.7946,1.0
52a16afa8408384e51137ee052adcb0d,credit_card,4.0,45.1,-17.1152,-43.8129,1.0
52a49510aca0ca346a65cedf7fac9d60,voucher,1.0,67.53,-15.8585,-48.0756,1.0
52aa9eb8439f57b89c33d4fd29f85a56,credit_card,1.0,47.69,-23.5541,-46.6404,1.0
52abba659c0a219f8de7076dc33e0e83,credit_card,2.0,143.35,-23.4936,-46.8717,1.0
52abf89b29f83d880575c6ebb425e846,credit_card,2.0,27.77,-23.7045,-46.4098,1.0
52b0acdf99fb83c4fb028f0e37ac99a4,credit_card,1.0,105.08,-23.4092,-46.5149,1.0
52b431a6818701cb82a3c1d048dd9ce7,credit_card,5.0,63.28,-20.6907,-48.4145,1.0
52b884c8db9a6a1f005e774e1232fdbd,credit_card,1.0,65.75,-8.1362,-34.9064,1.0
52b8fc428690f8974a3d3ff3a162f7b7,credit_card,6.5,188.89,-27.6022,-48.6424,1.0
52c95c0f068623297869cd420ee2d631,credit_card,1.0,88.89,-18.874,-48.2741,1.0
52e1960a812e49701b50b40ae4ee8f2e,credit_card,1.0,215.14,-20.345,-40.2879,1.0
52f6da6e684eb6dc2a1654b5a1faff60,credit_card,8.0,444.1,-12.9217,-38.4427,1.0
52fcc54bbe15052e49523e7716f04dc3,credit_card,5.0,125.38,-22.1535,-51.4532,1.0
5301cf10a5bac57f36e3a610d368ee77,credit_card,1.0,54.58,-23.4913,-46.8259,1.0
530bb1adbca6b37d6ecb5c7a50950faa,credit_card,1.0,57.76,-23.5693,-46.6186,1.0
530fb423e2cd1833d8fb6e531b6609be,credit_card,4.0,184.83,-23.5792,-46.6538,1.0
53136e9fe85dfb3459ee1e69defc3092,credit_card,1.0,63.64,-23.6326,-46.5544,1.0
5315ec6f9f93844fd3c64cadffd9aa24,credit_card,1.0,84.6,-15.7912,-47.8567,1.0
531c32f0529fb288c21468ccf1a9b0f8,boleto,1.0,189.37,-29.2287,-51.3648,1.0
531d4cd60251ed510cb95bbf6feac1fe,boleto,1.0,120.88,-23.5948,-46.4127,1.0
5325483b48b39f15d015ca8f4310e66b,boleto,1.0,65.78,-16.7197,-49.294,1.0
5325502d065de0750dcdc41c5bbed846,boleto,1.0,63.23,-21.0212,-47.3774,1.0
532b8c0c2f22c1f0833891f4d3cac381,boleto,1.0,28.79,-21.2018,-50.4581,1.0
532f7ebebe5e977e5fddcd9f39caa4f2,credit_card,2.0,109.0,-23.4736,-46.8685,1.0
533959cf0ee1554e269d8cc79f12a7d1,credit_card,1.0,132.54,-22.8963,-49.6242,1.0
535510774a570bd8ad448ff439870641,credit_card,1.0,89.36,-21.2011,-47.8024,1.0
535d506dd6469607bec56e4abb90887d,credit_card,1.0,32.1,-30.0499,-51.2019,1.0
53632e7fa0eba9f4b346d4bb93068fde,credit_card,6.0,126.2,-22.2225,-49.947,1.0
5365b76b807e5f2a23e7656bb8fc7d46,credit_card,1.0,118.47,-23.4821,-46.6454,1.0
5367337cb6bc911b1c82aab5def50a83,credit_card,4.0,52.47,-25.517,-48.5107,1.0
536a339a5ffdbf5f3cd369e2a0abeeaf,credit_card,2.0,200.63,-23.7316,-46.6666,1.0
536bf87e57358e5a88a3c606e55745ef,credit_card,1.0,56.1,-22.9169,-43.4028,1.0
536dfadbe03a1508f0300502ddb0545f,boleto,1.0,116.79,-22.7123,-43.3346,1.0
537a843ebe0c389a8617e66d8dae08f8,credit_card,6.0,137.99,-25.4607,-49.3239,1.0
538400aa9981cc8c5a256e3927dbe585,boleto,1.0,66.1,-23.174,-46.8529,1.0
5385e920cc8eb8bf2ec7c6fee79ee666,credit_card,10.0,393.79,-22.9802,-43.1946,1.0
53927ba64e0e05c38d81584e70986776,credit_card,2.0,60.0,-22.9453,-43.185,1.0
53a060ac09d8a2133c6787822e77e878,boleto,1.0,253.06,-25.386,-49.2445,1.0
53ad3e826588e9f569b59b168636e2e0,credit_card,3.0,107.01,-24.2577,-49.7164,1.0
